,学校代号,学校名称,专业名称,计划数,分数线,位次,985,211,双一流,省重点,民办,独立学院
0,1,浙江大学,人文科学试验班,85,663,3573.0,1,1,1,0,0,0
1,1,浙江大学,新闻传播学类,59,664,3329.0,1,1,1,0,0,0
2,1,浙江大学,外国语言文学类,10,665,3044.0,1,1,1,0,0,0
3,1,浙江大学,社会科学试验班,182,668,2479.0,1,1,1,0,0,0
4,1,浙江大学,社会科学试验班(竺可桢学院人文社科实验班),5,683,491.0,1,1,1,0,0,0
5,1,浙江大学,社会科学试验班(数字法治卓越班),4,680,717.0,1,1,1,0,0,0
6,1,浙江大学,社会科学试验班(智能财务荣誉项目班),4,683,463.0,1,1,1,0,0,0
7,1,浙江大学,理科试验班类,95,671,1822.0,1,1,1,0,0,0
8,1,浙江大学,理科试验班(生命、环境、化学与地学),130,659,4733.0,1,1,1,0,0,0
9,1,浙江大学,工科试验班,394,664,3275.0,1,1,1,0,0,0
10,1,浙江大学,工科试验班(建筑与土木),170,659,4879.0,1,1,1,0,0,0
11,1,浙江大学,工科试验班(材料、化工与高分子),168,656,5713.0,1,1,1,0,0,0
12,1,浙江大学,工科试验班(信息),245,674,1397.0,1,1,1,0,0,0
13,1,浙江大学,工科试验班(竺可桢学院图灵班),3,686,349.0,1,1,1,0,0,0
14,1,浙江大学,医学试验班(竺可桢学院巴德年医学班),25,681,649.0,1,1,1,0,0,0
15,1,浙江大学,工科试验班(海洋),83,651,7697.0,1,1,1,0,0,0
16,1,浙江大学,海洋科学,24,653,6731.0,1,1,1,0,0,0
17,1,浙江大学,应用生物科学(农学),170,652,7137.0,1,1,1,0,0,0
18,1,浙江大学,应用生物科学(生工食品),24,656,5623.0,1,1,1,0,0,0
19,2,中国美术学院,艺术学理论类,20,622,26361.0,0,0,1,1,0,0
20,2,中国美术学院,风景园林,15,627,22262.0,0,0,1,1,0,0
21,2,中国美术学院,工业设计,35,612,35158.0,0,0,1,1,0,0
22,3,浙江工业大学,健行学院实验班(人文社科),10,641,13003.0,0,0,0,1,0,0
23,3,浙江工业大学,健行学院实验班(理工),20,639,13721.0,0,0,0,1,0,0
24,3,浙江工业大学,化工与制药类(化学工程类),154,605,42087.0,0,0,0,1,0,0
25,3,浙江工业大学,化学工程与工艺(卓越工程师),30,616,31413.0,0,0,0,1,0,0
26,3,浙江工业大学,安全工程,14,613,34090.0,0,0,0,1,0,0
27,3,浙江工业大学,生物工程类,74,610,37452.0,0,0,0,1,0,0
28,3,浙江工业大学,药学类(“2011计划”创新实验区),158,614,33421.0,0,0,0,1,0,0
29,3,浙江工业大学,环境科学与工程类,55,608,39426.0,0,0,0,1,0,0
30,3,浙江工业大学,材料类,41,602,45936.0,0,0,0,1,0,0
31,3,浙江工业大学,食品科学与工程类,57,607,40230.0,0,0,0,1,0,0
32,3,浙江工业大学,机械类,127,611,36389.0,0,0,0,1,0,0
33,3,浙江工业大学,机械工程(卓越工程师),30,618,29523.0,0,0,0,1,0,0
34,3,浙江工业大学,机器人工程,53,619,29019.0,0,0,0,1,0,0
35,3,浙江工业大学,电气类,76,617,31055.0,0,0,0,1,0,0
36,3,浙江工业大学,电子信息类,94,620,28002.0,0,0,0,1,0,0
37,3,浙江工业大学,计算机类,214,624,24348.0,0,0,0,1,0,0
38,3,浙江工业大学,数据科学与大数据技术,18,624,24855.0,0,0,0,1,0,0
39,3,浙江工业大学,土木类,67,609,38434.0,0,0,0,1,0,0
40,3,浙江工业大学,数学类,48,616,31359.0,0,0,0,1,0,0
41,3,浙江工业大学,物理学类(物理与光电信息类),48,615,32558.0,0,0,0,1,0,0
42,3,浙江工业大学,工商管理类,121,619,29360.0,0,0,0,1,0,0
43,3,浙江工业大学,管理科学与工程类,44,613,34373.0,0,0,0,1,0,0
44,3,浙江工业大学,金融学,68,622,26453.0,0,0,0,1,0,0
45,3,浙江工业大学,国际经济与贸易,43,622,26478.0,0,0,0,1,0,0
46,3,浙江工业大学,应用心理学,24,618,30321.0,0,0,0,1,0,0
47,3,浙江工业大学,英语,132,613,34121.0,0,0,0,1,0,0
48,3,浙江工业大学,日语,29,609,38235.0,0,0,0,1,0,0
49,3,浙江工业大学,汉语言文学,74,627,22087.0,0,0,0,1,0,0
50,3,浙江工业大学,新闻传播学类,75,625,24087.0,0,0,0,1,0,0
51,3,浙江工业大学,建筑类,90,618,30214.0,0,0,0,1,0,0
52,3,浙江工业大学,工业设计,34,619,29252.0,0,0,0,1,0,0
53,3,浙江工业大学,法学,78,628,21884.0,0,0,0,1,0,0
54,3,浙江工业大学,公共管理类,71,614,33414.0,0,0,0,1,0,0
55,3,浙江工业大学,软件工程(中外合作办学),64,608,39396.0,0,0,0,1,0,0
56,3,浙江工业大学,土木工程(中外合作办学),27,595,53119.0,0,0,0,1,0,0
57,4,浙江师范大学,文科试验班类,28,651,7812.0,0,0,0,1,0,0
58,4,浙江师范大学,理科试验班类,28,642,12191.0,0,0,0,1,0,0
59,4,浙江师范大学,理科试验班类,30,636,15830.0,0,0,0,1,0,0
60,4,浙江师范大学,理科试验班类,29,616,31291.0,0,0,0,1,0,0
61,4,浙江师范大学,理科试验班,29,635,16280.0,0,0,0,1,0,0
62,4,浙江师范大学,工商管理类,128,601,47143.0,0,0,0,1,0,0
63,4,浙江师范大学,经济与贸易类,67,600,47543.0,0,0,0,1,0,0
64,4,浙江师范大学,法学类,134,619,29390.0,0,0,0,1,0,0
65,4,浙江师范大学,思想政治教育(师范),35,641,12630.0,0,0,0,1,0,0
66,4,浙江师范大学,小学教育(师范),25,642,11955.0,0,0,0,1,0,0
67,4,浙江师范大学,教育技术学(师范),35,623,25174.0,0,0,0,1,0,0
68,4,浙江师范大学,应用心理学(师范),46,626,23314.0,0,0,0,1,0,0
69,4,浙江师范大学,学前教育(师范),176,607,40793.0,0,0,0,1,0,0
70,4,浙江师范大学,汉语言文学(师范),60,645,10482.0,0,0,0,1,0,0
71,4,浙江师范大学,历史学(师范),30,642,11958.0,0,0,0,1,0,0
72,4,浙江师范大学,外国语言文学类,176,628,21639.0,0,0,0,1,0,0
73,4,浙江师范大学,法语,25,616,32054.0,0,0,0,1,0,0
74,4,浙江师范大学,文化产业管理,20,613,34177.0,0,0,0,1,0,0
75,4,浙江师范大学,计算机类,101,603,44612.0,0,0,0,1,0,0
76,4,浙江师范大学,软件工程(中外合作办学),18,592,57167.0,0,0,0,1,0,0
77,4,浙江师范大学,数学与应用数学(师范),63,631,18985.0,0,0,0,1,0,0
78,4,浙江师范大学,物理学类,109,607,40374.0,0,0,0,1,0,0
79,4,浙江师范大学,电子信息类,73,598,50378.0,0,0,0,1,0,0
80,4,浙江师范大学,生物科学类,159,624,24525.0,0,0,0,1,0,0
81,4,浙江师范大学,化学(师范),66,623,25425.0,0,0,0,1,0,0
82,4,浙江师范大学,药学,25,606,41187.0,0,0,0,1,0,0
83,4,浙江师范大学,地理科学(师范),29,640,13621.0,0,0,0,1,0,0
84,4,浙江师范大学,城乡规划,30,603,44239.0,0,0,0,1,0,0
85,4,浙江师范大学,环境科学与工程,35,599,48609.0,0,0,0,1,0,0
86,4,浙江师范大学,交通运输,56,594,54067.0,0,0,0,1,0,0
87,4,浙江师范大学,工业设计,15,593,55611.0,0,0,0,1,0,0
88,4,浙江师范大学,智能制造工程,30,598,49683.0,0,0,0,1,0,0
89,4,浙江师范大学,机器人工程,18,597,50719.0,0,0,0,1,0,0
90,4,浙江师范大学,汉语国际教育(师范),54,626,22966.0,0,0,0,1,0,0
91,4,浙江师范大学,人工智能,15,613,34615.0,0,0,0,1,0,0
92,5,宁波大学,工程力学(拔尖人才创新班),5,627,22366.0,0,0,1,1,0,0
93,5,宁波大学,通信工程(拔尖人才创新班),20,627,22199.0,0,0,1,1,0,0
94,5,宁波大学,水产养殖学(拔尖人才创新班),5,612,34927.0,0,0,1,1,0,0
95,5,宁波大学,经济学类,229,610,36964.0,0,0,1,1,0,0
96,5,宁波大学,工商管理类,187,611,36334.0,0,0,1,1,0,0
97,5,宁波大学,信息管理与信息系统,19,613,34431.0,0,0,1,1,0,0
98,5,宁波大学,工商管理(中加学分互认),28,602,45823.0,0,0,1,1,0,0
99,5,宁波大学,法学类,161,629,21092.0,0,0,1,1,0,0
100,5,宁波大学,行政管理,30,614,33714.0,0,0,1,1,0,0
101,5,宁波大学,应用心理学,53,617,31202.0,0,0,1,1,0,0
102,5,宁波大学,小学教育(师范),30,629,20622.0,0,0,1,1,0,0
103,5,宁波大学,学前教育(师范),10,607,40547.0,0,0,1,1,0,0
104,5,宁波大学,思想政治教育(师范),28,631,19537.0,0,0,1,1,0,0
105,5,宁波大学,中国语言文学类,55,631,19572.0,0,0,1,1,0,0
106,5,宁波大学,传播学,50,624,24841.0,0,0,1,1,0,0
107,5,宁波大学,历史学,36,624,24964.0,0,0,1,1,0,0
108,5,宁波大学,地理科学(师范),10,629,20871.0,0,0,1,1,0,0
109,5,宁波大学,英语,150,619,28779.0,0,0,1,1,0,0
110,5,宁波大学,德语,42,608,39732.0,0,0,1,1,0,0
111,5,宁波大学,日语,45,608,39119.0,0,0,1,1,0,0
112,5,宁波大学,英语(师范),28,631,19025.0,0,0,1,1,0,0
113,5,宁波大学,建筑学,25,613,34786.0,0,0,1,1,0,0
114,5,宁波大学,工业设计,20,608,39378.0,0,0,1,1,0,0
115,5,宁波大学,微电子科学与工程,20,613,34162.0,0,0,1,1,0,0
116,5,宁波大学,物理学,10,608,38941.0,0,0,1,1,0,0
117,5,宁波大学,数学类,36,618,29820.0,0,0,1,1,0,0
118,5,宁波大学,化学类,31,602,46006.0,0,0,1,1,0,0
119,5,宁波大学,化学工程与工艺,17,604,43538.0,0,0,1,1,0,0
120,5,宁波大学,机械类,40,606,41510.0,0,0,1,1,0,0
121,5,宁波大学,智能制造工程,20,615,32268.0,0,0,1,1,0,0
122,5,宁波大学,机械设计制造及其自动化(国际贸易班),20,604,43224.0,0,0,1,1,0,0
123,5,宁波大学,电子信息类,176,609,38259.0,0,0,1,1,0,0
124,5,宁波大学,计算机科学与技术,72,618,29919.0,0,0,1,1,0,0
125,5,宁波大学,土木工程,45,600,47970.0,0,0,1,1,0,0
126,5,宁波大学,环境工程,5,610,37244.0,0,0,1,1,0,0
127,5,宁波大学,船舶与海洋工程,5,601,46605.0,0,0,1,1,0,0
128,5,宁波大学,物流管理,70,602,45927.0,0,0,1,1,0,0
129,5,宁波大学,生物科学类,25,605,42816.0,0,0,1,1,0,0
130,5,宁波大学,海洋药学,10,605,43066.0,0,0,1,1,0,0
131,5,宁波大学,食品科学与工程,28,604,43583.0,0,0,1,1,0,0
132,5,宁波大学,临床医学,180,610,37012.0,0,0,1,1,0,0
133,5,宁波大学,预防医学,54,609,38335.0,0,0,1,1,0,0
134,5,宁波大学,工程力学,15,616,31354.0,0,0,1,1,0,0
135,5,宁波大学,物理学(师范),10,611,36066.0,0,0,1,1,0,0
136,5,宁波大学,数学与应用数学(拔尖人才创新班),20,619,28862.0,0,0,1,1,0,0
137,5,宁波大学,物理学(拔尖人才创新班),12,618,29621.0,0,0,1,1,0,0
138,5,宁波大学,生物技术(拔尖人才创新班),7,622,26300.0,0,0,1,1,0,0
139,5,宁波大学,旅游管理(中外合作办学)(中法合作),20,590,59432.0,0,0,1,1,0,0
140,5,宁波大学,人文地理与城乡规划(中外合作办学)(中法合作),12,601,46471.0,0,0,1,1,0,0
141,5,宁波大学,数学与应用数学(中外合作办学)(中美合作，精算科学与风险管理)投档单,15,599,48903.0,0,0,1,1,0,0
142,5,宁波大学,阳明创新班(人文),10,644,11244.0,0,0,1,1,0,0
143,5,宁波大学,阳明创新班(理工),20,634,16878.0,0,0,1,1,0,0
144,6,杭州电子科技大学,计算机类,254,632,18339.0,0,0,0,1,0,0
145,6,杭州电子科技大学,电子信息类(电子信息学院),234,621,27436.0,0,0,0,1,0,0
146,6,杭州电子科技大学,数字媒体技术,65,622,26106.0,0,0,0,1,0,0
147,6,杭州电子科技大学,网络工程,35,625,23877.0,0,0,0,1,0,0
148,6,杭州电子科技大学,电子信息类(通信学院),175,617,30535.0,0,0,0,1,0,0
149,6,杭州电子科技大学,电气工程及其自动化,35,617,30519.0,0,0,0,1,0,0
150,6,杭州电子科技大学,自动化,85,616,31438.0,0,0,0,1,0,0
151,6,杭州电子科技大学,管理科学与工程类,25,612,35017.0,0,0,0,1,0,0
152,6,杭州电子科技大学,统计学,50,614,33789.0,0,0,0,1,0,0
153,6,杭州电子科技大学,会计学,160,621,27343.0,0,0,0,1,0,0
154,6,杭州电子科技大学,审计学,32,619,28690.0,0,0,0,1,0,0
155,6,杭州电子科技大学,财务管理,33,617,30786.0,0,0,0,1,0,0
156,6,杭州电子科技大学,工商管理类,79,607,40841.0,0,0,0,1,0,0
157,6,杭州电子科技大学,经济学类,54,608,39425.0,0,0,0,1,0,0
158,6,杭州电子科技大学,法学,58,616,32000.0,0,0,0,1,0,0
159,6,杭州电子科技大学,英语,80,607,40689.0,0,0,0,1,0,0
160,6,杭州电子科技大学,智能制造工程,105,620,27838.0,0,0,0,1,0,0
161,6,杭州电子科技大学,智能科学与技术,156,628,21782.0,0,0,0,1,0,0
162,6,杭州电子科技大学,网络空间安全,75,626,22776.0,0,0,0,1,0,0
163,6,杭州电子科技大学,经管类实验班,15,636,15775.0,0,0,0,1,0,0
164,6,杭州电子科技大学,理工类实验班,35,640,13197.0,0,0,0,1,0,0
165,6,杭州电子科技大学,计算机科学与技术(中外合作办学),60,615,32871.0,0,0,0,1,0,0
166,6,杭州电子科技大学,自动化(中外合作办学),25,609,38339.0,0,0,0,1,0,0
167,7,浙江工商大学,哲学,15,609,38911.0,0,0,0,1,0,0
168,7,浙江工商大学,经济学类,207,604,43909.0,0,0,0,1,0,0
169,7,浙江工商大学,经济统计学,48,626,23256.0,0,0,0,1,0,0
170,7,浙江工商大学,金融学类,166,613,34408.0,0,0,0,1,0,0
171,7,浙江工商大学,保险学,11,602,46000.0,0,0,0,1,0,0
172,7,浙江工商大学,法学类,140,632,18566.0,0,0,0,1,0,0
173,7,浙江工商大学,社会工作,14,608,39876.0,0,0,0,1,0,0
174,7,浙江工商大学,汉语言文学,23,624,24956.0,0,0,0,1,0,0
175,7,浙江工商大学,法语,10,612,34906.0,0,0,0,1,0,0
176,7,浙江工商大学,阿拉伯语,7,595,53237.0,0,0,0,1,0,0
177,7,浙江工商大学,日语,52,600,48342.0,0,0,0,1,0,0
178,7,浙江工商大学,新闻传播学类,50,616,31472.0,0,0,0,1,0,0
179,7,浙江工商大学,历史学,14,622,25984.0,0,0,0,1,0,0
180,7,浙江工商大学,数学与应用数学,12,604,43294.0,0,0,0,1,0,0
181,7,浙江工商大学,应用统计学,33,624,24971.0,0,0,0,1,0,0
182,7,浙江工商大学,电子信息类,64,602,45260.0,0,0,0,1,0,0
183,7,浙江工商大学,计算机类,127,606,41223.0,0,0,0,1,0,0
184,7,浙江工商大学,物联网工程,3,606,41289.0,0,0,0,1,0,0
185,7,浙江工商大学,给排水科学与工程,2,600,47589.0,0,0,0,1,0,0
186,7,浙江工商大学,环境科学与工程类,29,594,54788.0,0,0,0,1,0,0
187,7,浙江工商大学,食品科学与工程类,61,594,54202.0,0,0,0,1,0,0
188,7,浙江工商大学,城乡规划,30,601,46823.0,0,0,0,1,0,0
189,7,浙江工商大学,生物工程,29,595,53431.0,0,0,0,1,0,0
190,7,浙江工商大学,工商管理类,222,603,45059.0,0,0,0,1,0,0
191,7,浙江工商大学,会计学,203,619,29403.0,0,0,0,1,0,0
192,7,浙江工商大学,公共管理类,168,595,53949.0,0,0,0,1,0,0
193,7,浙江工商大学,电子商务类,20,595,54023.0,0,0,0,1,0,0
194,7,浙江工商大学,旅游管理类,45,593,56155.0,0,0,0,1,0,0
195,7,浙江工商大学,数据科学与大数据技术,45,605,42782.0,0,0,0,1,0,0
196,7,浙江工商大学,外国语言文学类,142,603,45111.0,0,0,0,1,0,0
197,7,浙江工商大学,信息管理与信息系统(大数据管理创新班),30,602,45871.0,0,0,0,1,0,0
198,7,浙江工商大学,金融学(培养小微、普惠金融人才),100,597,51396.0,0,0,0,1,0,0
199,7,浙江工商大学,电子信息工程(中外合作办学),63,586,63382.0,0,0,0,1,0,0
200,7,浙江工商大学,通信工程(中外合作办学),63,581,69050.0,0,0,0,1,0,0
201,8,浙江理工大学,数学类(按数理类培养),44,601,46712.0,0,0,0,1,0,0
202,8,浙江理工大学,化学类,28,595,53101.0,0,0,0,1,0,0
203,8,浙江理工大学,应用心理学,30,607,40961.0,0,0,0,1,0,0
204,8,浙江理工大学,新能源材料与器件,6,604,43307.0,0,0,0,1,0,0
205,8,浙江理工大学,纺织类,15,594,54448.0,0,0,0,1,0,0
206,8,浙江理工大学,丝绸设计与工程,5,595,53733.0,0,0,0,1,0,0
207,8,浙江理工大学,材料类,28,593,55295.0,0,0,0,1,0,0
208,8,浙江理工大学,服装设计与工程,38,595,53766.0,0,0,0,1,0,0
209,8,浙江理工大学,电子信息类,47,608,39589.0,0,0,0,1,0,0
210,8,浙江理工大学,计算机类,171,609,38486.0,0,0,0,1,0,0
211,8,浙江理工大学,机械类,95,596,52190.0,0,0,0,1,0,0
212,8,浙江理工大学,电气类,67,600,48208.0,0,0,0,1,0,0
213,8,浙江理工大学,测控技术与仪器,7,600,48195.0,0,0,0,1,0,0
214,8,浙江理工大学,能源与动力工程,15,605,42665.0,0,0,0,1,0,0
215,8,浙江理工大学,土木类,30,595,55986.0,0,0,0,1,0,0
216,8,浙江理工大学,建筑类,70,598,49749.0,0,0,0,1,0,0
217,8,浙江理工大学,生物科学类,29,597,51091.0,0,0,0,1,0,0
218,8,浙江理工大学,国际经济与贸易(英文授课班),20,596,52289.0,0,0,0,1,0,0
219,8,浙江理工大学,工商管理(英文授课班),14,595,53957.0,0,0,0,1,0,0
220,8,浙江理工大学,经济与贸易类,135,595,52983.0,0,0,0,1,0,0
221,8,浙江理工大学,工商管理类,119,597,51569.0,0,0,0,1,0,0
222,8,浙江理工大学,信息管理与信息系统,11,605,42525.0,0,0,0,1,0,0
223,8,浙江理工大学,大数据管理与应用,25,606,41281.0,0,0,0,1,0,0
224,8,浙江理工大学,工业设计,18,605,42154.0,0,0,0,1,0,0
225,8,浙江理工大学,新闻传播学类,78,608,39375.0,0,0,0,1,0,0
226,8,浙江理工大学,法学,79,614,33933.0,0,0,0,1,0,0
227,8,浙江理工大学,外国语言文学类,94,597,50711.0,0,0,0,1,0,0
228,8,浙江理工大学,公共管理类,36,599,49377.0,0,0,0,1,0,0
229,8,浙江理工大学,启新卓越实验班,91,619,29146.0,0,0,0,1,0,0
230,8,浙江理工大学,服装设计与工程(中外合作办学)(中美合作),30,580,70798.0,0,0,0,1,0,0
231,9,温州医科大学,眼视光医学(5+3一体化),10,657,5298.0,0,0,0,1,0,0
232,9,温州医科大学,眼视光医学,31,646,10240.0,0,0,0,1,0,0
233,9,温州医科大学,眼视光医学(新医科班),9,654,6707.0,0,0,0,1,0,0
234,9,温州医科大学,生物医学工程(眼视光工程新工科班),6,637,15244.0,0,0,0,1,0,0
235,9,温州医科大学,临床医学(5+3一体化),41,651,7811.0,0,0,0,1,0,0
236,9,温州医科大学,临床医学,303,631,19448.0,0,0,0,1,0,0
237,9,温州医科大学,临床医学(5+3一体化，老年医学方向),5,646,10214.0,0,0,0,1,0,0
238,9,温州医科大学,临床医学(新医科班),13,649,8631.0,0,0,0,1,0,0
239,9,温州医科大学,医学影像技术,42,607,40528.0,0,0,0,1,0,0
240,9,温州医科大学,临床医学(5+3一体化，儿科学方向),14,646,9995.0,0,0,0,1,0,0
241,9,温州医科大学,儿科学,41,624,24758.0,0,0,0,1,0,0
242,9,温州医科大学,临床医学(5+3一体化，麻醉学方向),5,649,8792.0,0,0,0,1,0,0
243,9,温州医科大学,麻醉学,54,626,22703.0,0,0,0,1,0,0
244,9,温州医科大学,临床医学(5+3一体化，精神医学方向),5,645,10655.0,0,0,0,1,0,0
245,9,温州医科大学,精神医学,46,613,34656.0,0,0,0,1,0,0
246,9,温州医科大学,临床医学(5+3一体化，放射医学方向),5,645,10622.0,0,0,0,1,0,0
247,9,温州医科大学,放射医学,24,613,34355.0,0,0,0,1,0,0
248,9,温州医科大学,口腔医学,28,647,9397.0,0,0,0,1,0,0
249,9,温州医科大学,中医学,23,625,24125.0,0,0,0,1,0,0
250,9,温州医科大学,临床医学(中外合作办学),50,619,28835.0,0,0,0,1,0,0
251,9,温州医科大学,预防医学,82,613,34352.0,0,0,0,1,0,0
252,9,温州医科大学,医学影像学,54,620,28106.0,0,0,0,1,0,0
253,9,温州医科大学,临床药学,43,612,35156.0,0,0,0,1,0,0
254,9,温州医科大学,基础医学,12,608,39947.0,0,0,0,1,0,0
255,9,温州医科大学,卫生检验与检疫,28,607,40987.0,0,0,0,1,0,0
256,9,温州医科大学,医学检验技术,82,606,41087.0,0,0,0,1,0,0
257,9,温州医科大学,应用心理学,17,602,45715.0,0,0,0,1,0,0
258,9,温州医科大学,药学类,129,596,52690.0,0,0,0,1,0,0
259,9,温州医科大学,生物技术,16,595,53747.0,0,0,0,1,0,0
260,9,温州医科大学,康复治疗学,96,591,58402.0,0,0,0,1,0,0
261,9,温州医科大学,生物医学工程,31,592,56570.0,0,0,0,1,0,0
262,9,温州医科大学,助产学,21,591,57797.0,0,0,0,1,0,0
263,9,温州医科大学,信息管理与信息系统,63,580,70718.0,0,0,0,1,0,0
264,9,温州医科大学,公共管理类,240,576,75626.0,0,0,0,1,0,0
265,9,温州医科大学,护理学,555,573,78779.0,0,0,0,1,0,0
266,9,温州医科大学,临床医学(5+3一体化，医学影像学方向),5,646,9831.0,0,0,0,1,0,0
267,9,温州医科大学,临床医学(检验医师培养试验班),13,639,13840.0,0,0,0,1,0,0
268,9,温州医科大学,药学(生物药学创新实验班),20,612,35452.0,0,0,0,1,0,0
269,9,温州医科大学,眼视光技术,60,543,115393.0,0,0,0,1,0,0
270,10,浙江海洋大学,海洋科学类(星颉实验班),30,589,60268.0,0,0,0,1,0,0
271,10,浙江海洋大学,海洋科学类,87,574,77540.0,0,0,0,1,0,0
272,10,浙江海洋大学,生物科学,70,574,77775.0,0,0,0,1,0,0
273,10,浙江海洋大学,水产养殖学,26,572,80530.0,0,0,0,1,0,0
274,10,浙江海洋大学,海洋资源与环境,45,572,80507.0,0,0,0,1,0,0
275,10,浙江海洋大学,海洋渔业科学与技术,16,572,80712.0,0,0,0,1,0,0
276,10,浙江海洋大学,水族科学与技术,13,571,81484.0,0,0,0,1,0,0
277,10,浙江海洋大学,食品科学与工程,54,574,78318.0,0,0,0,1,0,0
278,10,浙江海洋大学,食品质量与安全,28,576,76231.0,0,0,0,1,0,0
279,10,浙江海洋大学,药学,72,577,74890.0,0,0,0,1,0,0
280,10,浙江海洋大学,船舶与海洋工程,11,572,80234.0,0,0,0,1,0,0
281,10,浙江海洋大学,船舶与海洋工程(中外合作办学),7,566,87249.0,0,0,0,1,0,0
282,10,浙江海洋大学,海洋工程与技术,8,573,79242.0,0,0,0,1,0,0
283,10,浙江海洋大学,轮机工程(船机修造方向),18,577,73997.0,0,0,0,1,0,0
284,10,浙江海洋大学,能源与动力工程,25,576,75618.0,0,0,0,1,0,0
285,10,浙江海洋大学,交通管理,25,581,69963.0,0,0,0,1,0,0
286,10,浙江海洋大学,电气工程及其自动化,49,576,75169.0,0,0,0,1,0,0
287,10,浙江海洋大学,机械设计制造及其自动化,35,575,76593.0,0,0,0,1,0,0
288,10,浙江海洋大学,机械电子工程,16,576,75417.0,0,0,0,1,0,0
289,10,浙江海洋大学,土木工程,32,573,79285.0,0,0,0,1,0,0
290,10,浙江海洋大学,港口航道与海岸工程,24,571,81927.0,0,0,0,1,0,0
291,10,浙江海洋大学,油气储运工程,17,570,83153.0,0,0,0,1,0,0
292,10,浙江海洋大学,海洋油气工程,10,570,82418.0,0,0,0,1,0,0
293,10,浙江海洋大学,化学工程与工艺,25,573,79854.0,0,0,0,1,0,0
294,10,浙江海洋大学,环境科学与工程,42,573,79693.0,0,0,0,1,0,0
295,10,浙江海洋大学,安全工程,17,572,81140.0,0,0,0,1,0,0
296,10,浙江海洋大学,数据科学与大数据技术,42,581,70033.0,0,0,0,1,0,0
297,10,浙江海洋大学,机器人工程,20,577,73927.0,0,0,0,1,0,0
298,10,浙江海洋大学,计算机科学与技术,50,583,67467.0,0,0,0,1,0,0
299,10,浙江海洋大学,电子信息工程,30,579,71673.0,0,0,0,1,0,0
300,10,浙江海洋大学,数学与应用数学(师范),54,583,66825.0,0,0,0,1,0,0
301,10,浙江海洋大学,物理学(师范),36,577,73877.0,0,0,0,1,0,0
302,10,浙江海洋大学,行政管理,68,581,69368.0,0,0,0,1,0,0
303,10,浙江海洋大学,经济学,65,584,65580.0,0,0,0,1,0,0
304,10,浙江海洋大学,财务管理,72,584,66145.0,0,0,0,1,0,0
305,10,浙江海洋大学,旅游管理,27,578,73801.0,0,0,0,1,0,0
306,10,浙江海洋大学,物流管理,45,579,72674.0,0,0,0,1,0,0
307,10,浙江海洋大学,汉语言文学(师范),117,595,54011.0,0,0,0,1,0,0
308,10,浙江海洋大学,汉语言文学(高级文秘方向),28,590,59493.0,0,0,0,1,0,0
309,10,浙江海洋大学,历史学(师范),65,595,53203.0,0,0,0,1,0,0
310,10,浙江海洋大学,小学教育(师范),89,599,48815.0,0,0,0,1,0,0
311,10,浙江海洋大学,英语(师范),35,594,54852.0,0,0,0,1,0,0
312,10,浙江海洋大学,英语,60,586,64152.0,0,0,0,1,0,0
313,10,浙江海洋大学,商务英语,60,582,69027.0,0,0,0,1,0,0
314,11,浙江农林大学,新农科求真实验班,25,599,49391.0,0,0,0,1,0,0
315,11,浙江农林大学,新工科求真实验班,25,604,44040.0,0,0,0,1,0,0
316,11,浙江农林大学,新文科求真实验班,25,607,40980.0,0,0,0,1,0,0
317,11,浙江农林大学,农学,30,585,65209.0,0,0,0,1,0,0
318,11,浙江农林大学,植物保护,33,580,71359.0,0,0,0,1,0,0
319,11,浙江农林大学,智慧农业,31,585,65172.0,0,0,0,1,0,0
320,11,浙江农林大学,林学,70,582,68608.0,0,0,0,1,0,0
321,11,浙江农林大学,林学(中外合作办学),10,576,75506.0,0,0,0,1,0,0
322,11,浙江农林大学,生态学,38,580,70316.0,0,0,0,1,0,0
323,11,浙江农林大学,生物技术,26,585,64674.0,0,0,0,1,0,0
324,11,浙江农林大学,地理信息科学,58,591,57460.0,0,0,0,1,0,0
325,11,浙江农林大学,测绘工程,30,587,62494.0,0,0,0,1,0,0
326,11,浙江农林大学,农业资源与环境,34,580,70365.0,0,0,0,1,0,0
327,11,浙江农林大学,环境科学与工程,39,579,72146.0,0,0,0,1,0,0
328,11,浙江农林大学,木材科学与工程,29,577,74303.0,0,0,0,1,0,0
329,11,浙江农林大学,家具设计与工程,45,582,68629.0,0,0,0,1,0,0
330,11,浙江农林大学,应用化学,29,580,70738.0,0,0,0,1,0,0
331,11,浙江农林大学,高分子材料与工程,18,584,65885.0,0,0,0,1,0,0
332,11,浙江农林大学,园林,46,589,60052.0,0,0,0,1,0,0
333,11,浙江农林大学,土木工程,44,580,71273.0,0,0,0,1,0,0
334,11,浙江农林大学,建筑学,38,590,58577.0,0,0,0,1,0,0
335,11,浙江农林大学,风景园林,58,592,57176.0,0,0,0,1,0,0
336,11,浙江农林大学,城乡规划,53,589,60612.0,0,0,0,1,0,0
337,11,浙江农林大学,工商管理,47,588,61544.0,0,0,0,1,0,0
338,11,浙江农林大学,会计学,79,593,55874.0,0,0,0,1,0,0
339,11,浙江农林大学,农林经济管理,49,586,63233.0,0,0,0,1,0,0
340,11,浙江农林大学,国际经济与贸易,20,589,60547.0,0,0,0,1,0,0
341,11,浙江农林大学,电子商务,33,587,62752.0,0,0,0,1,0,0
